Spain,ESP,724,20200317,3,2,2,1,1,2,1,4,2,1,1,13994,309,1,66.29,1,1,1,1
Spain,ESP,724,20200330,3,3,2,4,1,2,1,4,2,1,1,96122,6528,1,77.27,1,1,1,1
Spain,ESP,724,20200405,3,3,2,4,1,2,1,4,2,2,1,138731,11744,1,80.3,-1,-1,1,1
Spain,ESP,724,20200411,3,3,2,4,1,2,1,4,2,1,1,168022,15843,1,77.27,1,1,-1,-1
Spain,ESP,724,20200504,3,3,2,4,1,2,1,4,2,1,1,219205,25428,1,74.62,-1,-1,1,1
Spain,ESP,724,20200513,3,3,2,4,1,2,1,4,2,2,1,228691,27104,1,78.79,1,1,1,1
Spain,ESP,724,20200517,3,3,2,4,1,2,1,4,2,2,1,231350,27650,1,75.38,1,1,1,1
Spain,ESP,724,20200522,3,2,2,4,1,2,1,4,2,2,1,234824,28628,1,72.35,1,1,1,1
Spain,ESP,724,20200526,2,2,2,4,1,2,1,4,2,2,1,236259,27117,1,69.32,1,1,1,1
Spain,ESP,724,20200527,2,2,2,4,1,1,1,4,2,2,1,236769,27118,1,66.29,1,1,1,1
Spain,ESP,724,20200601,2,2,2,3,1,1,1,4,2,2,1,239638,27127,1,65.15,1,1,1,1
Spain,ESP,724,20200608,2,1,2,3,0,1,1,4,2,2,1,241717,27136,1,57.58,1,1,1,1
Spain,ESP,724,20200621,2,0,2,2,0,0,0,1,2,2,1,246272,28323,1,38.26,1,1,1,1
Spain,ESP,724,20200704,2,0,2,4,0,1,2,1,2,2,1,250545,28385,1,51.14,1,1,1,1
Spain,ESP,724,20200715,2,2,2,4,0,2,2,1,2,2,1,257494,28413,1,58.71,1,1,1,
